315.21	310.92	450.84	305.76	456.99	493.85	326.00	502.06	
315.24	310.87	450.83	305.74	456.97	493.83	326.02	502.04	
315.27	310.87	450.83	305.74	456.99	493.84	326.00	502.04	
315.24	310.86	450.84	305.77	456.98	493.86	326.01	502.03	
315.17	310.88	450.86	305.78	456.99	493.87	326.01	502.04	
315.17	310.96	450.87	305.82	456.98	493.90	326.02	502.07	
315.13	310.96	450.88	305.83	456.98	493.89	326.01	502.08	
315.18	310.98	450.86	305.80	456.98	493.88	326.01	502.08	
315.20	310.92	450.83	305.75	456.98	493.85	326.03	502.06	
315.22	310.89	450.81	305.74	456.98	493.85	326.02	502.07	
315.22	310.85	450.79	305.72	456.97	493.83	326.01	502.07	
315.23	310.83	450.79	305.66	456.97	493.82	326.03	502.07	
315.26	310.81	450.80	305.65	456.97	493.83	326.02	502.07	
315.25	310.79	450.78	305.66	456.97	493.81	326.03	502.08	
315.27	310.80	450.79	305.64	456.96	493.81	326.04	502.08	
315.27	310.81	450.78	305.63	456.96	493.80	326.02	502.11	
315.28	310.81	450.77	305.60	456.97	493.79	326.03	502.10	
315.34	310.78	450.75	305.59	456.97	493.78	326.04	502.11	
315.38	310.74	450.75	305.55	456.96	493.75	326.04	502.10	
315.40	310.63	450.77	305.50	456.95	493.73	326.05	502.06	
315.48	310.56	450.77	305.50	456.96	493.74	326.03	502.06	
315.54	310.44	450.78	305.45	456.94	493.72	326.04	502.04	
315.59	310.35	450.80	305.42	456.94	493.70	326.05	502.02	
315.68	310.30	450.80	305.44	456.94	493.71	326.03	502.00	
315.71	310.21	450.81	305.41	456.94	493.70	326.03	501.98	
315.77	310.13	450.82	305.36	456.93	493.69	326.04	501.95	
315.81	309.96	450.84	305.30	456.92	493.68	326.04	501.92	
315.89	309.78	450.84	305.24	456.91	493.67	326.05	501.88	
316.06	309.65	450.87	305.17	456.92	493.68	326.06	501.82	
316.23	309.43	450.91	305.05	456.91	493.69	326.06	501.76	
316.42	309.25	450.97	304.93	456.92	493.67	326.07	501.66	
316.68	309.18	451.00	304.85	456.94	493.65	326.08	501.58	
316.86	309.09	451.07	304.74	456.95	493.62	326.10	501.48	
317.08	308.99	451.12	304.64	456.95	493.61	326.12	501.38	
317.29	308.95	451.16	304.60	456.98	493.60	326.11	501.27	
317.46	308.90	451.16	304.56	456.94	493.61	326.07	501.14	
317.52	308.74	451.13	304.54	456.88	493.58	326.01	501.04	
317.61	308.63	451.03	304.49	456.76	493.62	325.93	500.88	
317.59	308.36	450.92	304.42	456.59	493.61	325.81	500.76	
317.58	308.10	450.78	304.38	456.40	493.63	325.65	500.61	
317.54	307.78	450.64	304.33	456.19	493.61	325.48	500.52	
317.53	307.49	450.50	304.27	455.97	493.60	325.25	500.43	
317.47	307.18	450.28	304.23	455.74	493.61	325.02	500.34	
317.42	306.96	450.07	304.18	455.49	493.60	324.74	500.26	
317.36	306.83	449.80	304.07	455.21	493.64	324.46	500.12	
317.24	306.70	449.56	303.95	454.94	493.67	324.19	500.02	
317.20	306.61	449.37	303.85	454.77	493.65	324.01	499.92	
317.18	306.46	449.20	303.71	454.67	493.59	323.90	499.83	
317.20	306.32	449.00	303.52	454.60	493.46	323.84	499.69	
317.16	306.22	448.74	303.37	454.60	493.33	323.79	499.55	
317.12	306.07	448.55	303.18	454.52	493.16	323.74	499.39	
317.00	305.83	448.37	303.01	454.44	492.97	323.70	499.22	
316.86	305.58	448.15	302.84	454.35	492.75	323.68	499.06	
316.76	305.29	447.92	302.68	454.27	492.53	323.63	498.93	
316.74	305.10	447.73	302.46	454.18	492.32	323.60	498.70	
316.75	304.89	447.50	302.17	454.13	492.12	323.58	498.49	
316.94	304.79	447.31	301.83	454.09	491.99	323.55	498.29	
317.01	304.59	447.09	301.59	454.08	491.82	323.52	498.03	
317.08	304.32	446.88	301.39	454.02	491.59	323.48	497.72	
317.00	303.95	446.65	301.19	453.93	491.24	323.43	497.48	
316.97	303.71	446.40	301.07	453.84	490.90	323.37	497.25	
316.94	303.48	446.12	300.85	453.77	490.68	323.34	497.00	
316.99	303.39	445.89	300.65	453.76	490.49	323.35	496.77	
317.07	303.29	445.66	300.42	453.75	490.32	323.38	496.56	
317.15	303.16	445.48	300.25	453.76	490.16	323.39	496.31	
317.18	302.90	445.32	300.15	453.72	489.96	323.34	496.06	
317.20	302.74	445.12	300.04	453.68	489.68	323.32	495.83	
317.24	302.61	444.89	299.93	453.68	489.38	323.29	495.65	
317.23	302.38	444.64	299.82	453.61	489.00	323.27	495.42	
317.30	302.24	444.41	299.57	453.56	488.74	323.33	495.08	
317.46	302.21	444.21	299.37	453.52	488.53	323.36	494.75	
317.64	302.12	443.98	299.29	453.53	488.34	323.36	494.40	
317.67	301.89	443.77	299.24	453.51	488.07	323.36	494.13	
317.68	301.60	443.54	299.06	453.39	487.71	323.37	493.92	
317.65	301.42	443.30	298.93	453.29	487.28	323.37	493.66	
317.73	301.37	443.06	298.87	453.22	486.95	323.38	493.29	
317.84	301.35	442.85	298.80	453.20	486.67	323.44	492.90	
318.11	301.45	442.57	298.83	453.25	486.48	323.43	492.51	
318.21	301.38	442.36	298.88	453.21	486.18	323.43	492.18	
318.27	301.30	442.08	298.94	453.15	485.84	323.40	491.95	
318.27	301.20	441.81	299.01	453.04	485.39	323.34	491.73	
318.33	301.22	441.58	299.02	452.94	485.03	323.39	491.35	
318.45	301.33	441.40	298.95	452.90	484.79	323.46	490.95	
318.55	301.45	441.24	298.95	452.91	484.62	323.51	490.59	
318.66	301.54	441.06	298.97	452.90	484.47	323.51	490.33	
318.74	301.62	440.89	299.01	452.91	484.28	323.51	490.13	
318.83	301.66	440.68	299.11	452.86	484.07	323.46	490.02	
318.85	301.67	440.57	299.19	452.78	483.84	323.44	489.85	
318.85	301.67	440.29	299.34	452.65	483.49	323.39	489.68	
318.83	301.70	440.17	299.43	452.57	483.21	323.40	489.48	
318.83	301.72	440.05	299.52	452.50	482.94	323.45	489.23	
318.86	301.77	439.93	299.62	452.49	482.78	323.50	489.01	
318.92	301.85	439.82	299.69	452.47	482.64	323.56	488.75	
319.00	301.96	439.71	299.79	452.45	482.51	323.58	488.49	
319.06	302.05	439.57	299.90	452.41	482.34	323.60	488.23	
319.18	302.21	439.29	300.12	452.38	482.20	323.57	488.03	
319.20	302.39	438.96	300.43	452.34	481.93	323.52	487.85	
319.20	302.55	438.76	300.69	452.20	481.57	323.45	487.64	
319.21	302.84	438.42	301.06	452.11	481.17	323.44	487.34	
319.31	303.18	438.21	301.32	451.99	480.83	323.48	486.95	
319.42	303.53	438.00	301.62	451.94	480.53	323.49	486.54	
319.76	304.36	437.52	302.35	452.07	480.37	323.49	486.20	
319.90	304.74	437.30	302.77	452.07	480.15	323.42	485.94	
320.05	305.23	437.00	303.31	452.08	479.91	323.37	485.70	
320.09	305.51	436.77	303.68	451.94	479.53	323.39	485.43	
320.11	305.92	436.50	304.17	451.85	479.12	323.44	485.14	
320.25	306.52	436.25	304.73	451.84	478.80	323.46	484.84	
320.41	307.08	436.02	305.21	451.84	478.55	323.56	484.44	
320.51	307.67	435.77	305.75	451.80	478.29	323.56	484.12	
320.68	308.27	435.49	306.34	451.81	478.13	323.58	483.82	
320.75	308.77	435.25	306.93	451.74	477.82	323.51	483.55	
320.76	309.15	435.10	307.39	451.57	477.46	323.52	483.27	
320.73	309.56	434.87	307.85	451.43	477.10	323.58	483.00	
320.77	310.14	434.70	308.39	451.33	476.75	323.62	482.71	
320.84	310.77	434.52	308.92	451.28	476.52	323.66	482.40	
320.93	311.48	434.28	309.56	451.30	476.26	323.69	482.17	
321.02	312.07	434.02	310.32	451.27	476.04	323.68	481.99	
321.03	312.50	433.87	310.90	451.18	475.79	323.71	481.76	
321.09	313.05	433.65	311.47	451.12	475.60	323.79	481.52	
321.29	313.97	433.36	312.36	451.14	475.40	323.77	481.30	
321.34	314.56	433.19	313.12	450.99	475.11	323.81	480.98	
321.38	315.30	432.93	314.04	450.87	474.76	323.79	480.71	
321.31	315.93	432.82	314.54	450.71	474.43	323.92	480.32	
321.29	316.69	432.70	314.98	450.62	474.15	324.08	479.96	
321.45	317.69	432.45	315.75	450.69	474.00	324.16	479.68	
321.57	318.43	432.27	316.60	450.61	473.81	324.20	479.44	
321.56	318.99	432.10	317.50	450.55	473.61	324.19	479.23	
321.72	319.76	431.98	318.28	450.52	473.46	324.18	479.02	
321.82	320.60	431.70	319.25	450.53	473.31	324.16	478.84	
321.97	321.55	431.48	320.28	450.49	473.10	324.09	478.71	
322.15	322.39	431.46	320.89	450.39	472.92	324.14	478.52	
322.38	323.71	431.34	321.79	450.44	472.70	324.15	478.27	
322.59	324.81	431.05	323.14	450.40	472.49	324.11	478.14	
322.66	325.69	430.98	324.20	450.26	472.28	324.11	477.90	
322.93	327.07	430.67	325.65	450.29	472.05	324.00	477.72	
323.17	328.46	430.45	326.89	450.23	471.79	324.01	477.54	
323.49	330.16	430.25	328.18	450.31	471.59	324.03	477.28	
323.67	331.50	429.98	329.67	450.24	471.39	323.96	477.07	
323.77	332.66	429.88	330.98	450.04	471.15	323.87	476.85	
324.00	334.51	429.67	332.31	450.07	470.88	323.93	476.57	
324.09	335.93	429.40	333.71	450.02	470.62	323.89	476.45	
324.08	337.11	429.22	335.10	449.86	470.38	323.90	476.24	
324.18	338.48	429.12	336.42	449.74	470.18	323.92	476.07	
324.37	340.13	429.03	337.90	449.68	469.91	323.93	475.84	
324.56	341.46	428.89	339.19	449.56	469.72	323.94	475.69	
324.66	342.86	428.73	340.64	449.44	469.50	323.93	475.53	
324.76	344.44	428.68	342.02	449.40	469.25	323.95	475.35	
324.90	345.84	428.50	343.39	449.26	469.05	323.96	475.24	
325.00	347.40	428.20	344.84	449.21	468.87	324.00	475.12	
324.92	348.84	427.97	346.28	449.00	468.64	324.03	474.98	
324.82	350.40	427.63	347.65	448.98	468.39	324.02	474.89	
324.99	351.99	427.26	349.03	448.95	468.24	323.99	474.83	
324.73	353.36	426.95	350.40	448.81	468.02	324.05	474.73	
324.67	354.86	426.66	351.63	448.78	467.87	324.14	474.62	
324.70	356.05	426.36	352.91	448.66	467.77	324.05	474.62	
324.67	357.58	426.24	354.20	448.60	467.62	324.14	474.42	
324.65	358.99	426.15	355.55	448.48	467.44	324.23	474.31	
325.06	360.70	425.98	357.07	448.57	467.38	324.13	474.25	
324.99	362.21	425.92	358.60	448.36	467.20	324.22	474.14	
325.12	363.75	425.90	360.03	448.22	467.11	324.26	474.06	
325.41	365.45	425.73	361.68	448.31	467.10	324.22	474.01	
325.34	367.02	425.69	363.26	448.14	466.90	324.22	474.03	
325.58	368.66	425.46	364.72	448.24	466.91	324.28	474.05	
325.49	370.27	425.23	366.26	448.19	466.77	324.36	473.98	
325.28	371.63	424.94	367.45	448.08	466.62	324.45	473.95	
325.19	373.16	424.50	368.97	448.04	466.44	324.47	473.92	
325.12	374.82	424.12	370.25	448.03	466.18	324.57	473.86	
324.95	376.22	423.69	371.48	447.99	466.00	324.60	473.79	
324.76	377.65	423.39	372.77	447.91	465.79	324.70	473.72	
324.67	379.07	423.22	373.98	447.85	465.59	324.78	473.72	
324.77	380.54	423.00	375.52	447.83	465.56	324.73	473.74	
324.85	382.45	423.05	377.19	447.74	465.43	324.83	473.73	
324.96	384.00	422.94	378.76	447.72	465.42	324.80	473.78	
325.07	385.85	422.90	380.51	447.60	465.32	324.94	473.70	
325.26	387.51	422.78	382.09	447.58	465.23	324.88	473.75	
325.18	389.09	422.73	383.42	447.51	465.08	325.02	473.76	
325.28	390.55	422.57	384.97	447.43	465.01	325.00	473.80	
325.22	391.73	422.55	386.08	447.35	465.00	325.07	473.87	
325.31	393.25	422.50	387.58	447.32	464.97	325.06	473.86	
325.42	394.58	422.48	388.69	447.27	464.99	325.19	473.84	
325.33	395.86	422.33	390.16	447.21	464.91	325.04	473.89	
325.35	397.24	422.27	391.30	447.09	464.85	325.20	473.90	
325.19	398.53	422.06	392.67	446.93	464.77	325.14	474.00	
325.26	399.98	421.91	393.91	446.90	464.73	325.12	474.10	
325.03	401.32	421.67	395.21	446.73	464.66	325.14	474.13	
324.92	402.74	421.51	396.36	446.69	464.64	325.20	474.14	
324.64	404.09	421.13	397.72	446.66	464.58	325.12	474.19	
324.41	405.54	420.75	398.89	446.51	464.48	325.19	474.22	
324.07	407.07	420.19	400.33	446.44	464.36	325.08	474.28	
323.67	408.36	419.77	401.46	446.20	464.23	325.12	474.37	
323.62	409.84	419.49	402.74	446.16	464.09	325.09	474.41	
323.44	410.76	419.39	403.69	445.99	463.99	325.07	474.46	
323.43	411.27	419.45	404.13	445.87	463.99	325.18	474.48	
323.69	411.98	419.52	404.64	445.99	463.91	325.28	474.46	
324.01	412.62	419.56	405.25	446.19	463.92	325.19	474.49	
324.04	413.16	419.66	405.86	446.16	463.93	325.17	474.52	
323.92	413.77	419.78	406.41	445.93	463.95	325.39	474.54	
324.11	414.92	419.74	407.51	446.00	463.95	325.35	474.56	
324.15	416.12	419.75	408.59	445.94	463.89	325.35	474.64	
324.29	417.42	419.79	409.78	446.05	463.91	325.61	474.46	
324.30	417.93	419.78	410.85	446.11	464.11	325.55	474.37	
324.33	418.03	419.79	411.03	446.21	464.18	325.61	474.35	
324.36	418.05	419.73	410.95	446.21	464.05	325.56	474.37	
324.43	418.03	419.68	410.78	446.21	463.96	325.53	474.39	
324.32	418.01	419.71	410.77	446.16	463.95	325.59	474.38	
324.37	418.28	419.77	411.25	446.24	464.08	325.66	474.30	
324.33	418.38	420.02	411.68	446.26	464.39	326.01	474.14	
324.77	418.98	420.03	412.67	446.69	464.67	326.03	473.94	
324.97	419.43	420.16	413.30	446.90	464.81	326.14	473.76	
324.97	419.63	420.32	413.56	446.96	464.87	326.29	473.63	
325.00	419.75	420.51	413.79	446.99	464.97	326.50	473.50	
325.02	419.94	420.81	414.17	446.96	465.07	326.71	473.28	
325.19	420.11	420.90	414.87	446.89	465.11	326.57	473.12	
325.20	420.28	420.97	415.30	446.93	465.10	326.51	472.98	
325.22	420.34	420.97	415.55	446.97	465.11	326.42	472.88	
325.22	420.41	420.98	415.64	446.98	465.11	326.50	472.80	
325.23	420.47	420.96	415.77	447.03	465.11	326.44	472.76	
325.20	420.52	420.94	415.88	447.03	465.10	326.46	472.69	
325.27	420.61	420.93	415.98	447.10	465.10	326.46	472.61	
325.25	420.71	420.84	416.09	447.17	465.08	326.47	472.56	
325.26	420.79	420.76	416.19	447.20	465.04	326.49	472.50	
325.27	420.85	420.70	416.26	447.24	465.03	326.51	472.45	
325.24	420.88	420.67	416.28	447.25	465.01	326.57	472.39	
325.20	420.92	420.60	416.31	447.30	464.98	326.57	472.37	
325.11	420.94	420.53	416.32	447.29	464.96	326.62	472.34	
325.10	420.96	420.48	416.32	447.27	464.94	326.65	472.32	
324.99	421.00	420.37	416.37	447.34	464.90	326.68	472.29	
324.98	421.02	420.35	416.39	447.34	464.89	326.66	472.27	
324.91	421.03	420.31	416.40	447.36	464.87	326.72	472.24	
324.95	421.05	420.26	416.46	447.38	464.85	326.69	472.23	
324.92	421.06	420.27	416.45	447.38	464.85	326.71	472.21	
324.91	421.06	420.25	416.46	447.39	464.85	326.74	472.21	
324.86	421.06	420.31	416.46	447.34	464.83	326.72	472.19	
324.88	421.09	420.29	416.47	447.38	464.84	326.76	472.18	
324.86	421.09	420.30	416.49	447.37	464.83	326.72	472.18	
324.87	421.09	420.30	416.49	447.35	464.83	326.74	472.17	
324.93	421.11	420.27	416.53	447.39	464.84	326.73	472.18	
324.92	421.11	420.28	416.54	447.39	464.84	326.70	472.17	
324.94	421.12	420.29	416.55	447.39	464.84	326.68	472.17	
324.89	421.12	420.30	416.55	447.38	464.83	326.67	472.17	
324.89	421.12	420.30	416.54	447.34	464.84	326.71	472.17	
324.89	421.12	420.30	416.54	447.34	464.84	326.71	472.17	
324.89	421.12	420.31	416.55	447.36	464.84	326.71	472.17	
324.93	421.16	420.28	416.57	447.38	464.84	326.72	472.17	
324.93	421.16	420.28	416.59	447.41	464.84	326.69	472.17	
324.93	421.17	420.28	416.60	447.38	464.84	326.71	472.15	
324.93	421.17	420.29	416.60	447.39	464.85	326.71	472.15	
324.94	421.18	420.25	416.62	447.42	464.85	326.71	472.17	
324.93	421.18	420.27	416.61	447.40	464.86	326.73	472.17	
324.93	421.18	420.27	416.61	447.41	464.86	326.73	472.17	
324.93	421.18	420.27	416.61	447.41	464.86	326.73	472.17	
324.93	421.18	420.27	416.61	447.41	464.86	326.73	472.17	
324.90	421.19	420.28	416.61	447.42	464.86	326.73	472.18	
324.90	421.18	420.28	416.61	447.42	464.87	326.73	472.19	
324.93	421.19	420.29	416.61	447.42	464.88	326.70	472.20	
324.95	421.20	420.30	416.61	447.40	464.87	326.71	472.19	
324.95	421.20	420.30	416.61	447.40	464.88	326.71	472.19	
324.95	421.20	420.30	416.61	447.40	464.88	326.71	472.19	
324.95	421.20	420.30	416.61	447.41	464.88	326.71	472.19	
324.96	421.20	420.30	416.61	447.41	464.88	326.71	472.20	
324.96	421.20	420.32	416.61	447.44	464.90	326.75	472.21	
324.94	421.20	420.32	416.60	447.45	464.90	326.73	472.23	
324.94	421.20	420.32	416.60	447.45	464.90	326.73	472.23	
324.94	421.20	420.32	416.60	447.45	464.90	326.73	472.23	
324.95	421.20	420.32	416.60	447.45	464.90	326.73	472.23	
324.95	421.20	420.32	416.60	447.46	464.90	326.73	472.23	
325.03	421.20	420.40	416.60	447.48	464.92	326.77	472.25	
325.04	421.20	420.40	416.60	447.49	464.92	326.77	472.25	
325.04	421.20	420.40	416.59	447.49	464.92	326.78	472.25	
325.05	421.20	420.41	416.59	447.50	464.92	326.78	472.25	
325.05	421.20	420.41	416.59	447.51	464.93	326.78	472.26	
325.07	421.20	420.42	416.58	447.53	464.93	326.79	472.26	
325.07	421.20	420.42	416.58	447.53	464.94	326.79	472.27	
325.08	421.20	420.43	416.58	447.54	464.94	326.79	472.27	
325.12	421.20	420.44	416.56	447.56	464.96	326.80	472.30	
325.14	421.20	420.44	416.55	447.56	464.97	326.80	472.33	
325.14	421.20	420.44	416.54	447.56	464.97	326.80	472.34	
325.16	421.19	420.44	416.52	447.55	464.98	326.79	472.37	
325.18	421.18	420.45	416.50	447.54	464.99	326.79	472.40	
325.17	421.16	420.46	416.45	447.50	465.00	326.81	472.44	
325.17	421.13	420.47	416.41	447.46	465.01	326.81	472.49	
325.18	421.12	420.48	416.38	447.45	465.01	326.80	472.52	
325.19	421.07	420.52	416.28	447.42	465.02	326.80	472.59	
325.15	420.95	420.52	416.12	447.33	465.04	326.77	472.70	
325.05	420.80	420.52	415.93	447.25	465.06	326.76	472.80	
324.96	420.66	420.55	415.69	447.15	465.05	326.78	472.90	
324.90	420.52	420.53	415.41	447.12	465.06	326.84	472.99	
324.88	420.41	420.48	415.19	447.15	465.06	326.86	473.07	
324.89	420.30	420.50	414.89	447.20	465.08	326.94	473.13	
324.96	420.14	420.57	414.55	447.19	465.06	327.00	473.19	
325.26	419.92	420.67	414.15	447.25	464.99	326.90	473.32	
325.51	419.65	420.73	413.85	447.34	464.94	326.78	473.41	
325.81	419.34	420.96	413.49	447.36	464.88	326.68	473.45	
326.19	419.03	421.05	413.19	447.51	464.88	326.55	473.53	
326.23	418.67	421.25	412.79	447.41	464.84	326.61	473.56	
326.31	418.42	421.40	412.42	447.39	464.81	326.72	473.58	
326.36	418.18	421.53	412.06	447.28	464.72	326.74	473.62	
326.33	417.99	421.61	411.68	447.25	464.61	326.75	473.66	
326.35	417.74	421.56	411.31	447.26	464.47	326.60	473.76	
326.35	417.14	421.47	410.56	447.23	464.37	326.50	473.90	
326.50	416.41	421.51	409.41	447.36	464.27	326.66	473.97	
326.37	415.37	421.45	408.57	447.35	464.09	326.41	473.98	
326.25	413.95	421.60	407.00	447.23	463.95	326.63	473.86	
326.33	412.49	421.49	405.66	447.51	463.85	326.37	473.81	
326.15	410.79	421.54	403.92	447.51	463.79	326.53	473.70	
325.90	408.73	421.59	401.99	447.48	463.82	326.58	473.63	
325.81	407.00	421.58	400.32	447.52	463.69	326.57	473.54	
325.71	405.02	421.56	398.39	447.63	463.62	326.47	473.48	
325.63	402.88	421.60	396.19	447.73	463.60	326.53	473.41	
325.52	400.45	421.67	393.93	447.76	463.63	326.50	473.28	
325.41	398.17	421.75	391.66	447.89	463.61	326.47	473.21	
325.18	395.86	421.78	389.42	447.87	463.47	326.45	473.25	
325.13	393.68	421.72	387.28	448.09	463.39	326.35	473.21	
324.85	391.33	421.81	384.99	448.12	463.34	326.37	473.08	
324.76	389.03	421.77	382.70	448.21	463.24	326.19	473.15	
324.61	386.97	421.75	380.51	448.33	463.12	326.07	473.22	
324.33	384.78	421.83	378.28	448.36	463.05	326.11	473.14	
324.35	382.80	421.83	376.10	448.47	462.92	326.03	473.19	
324.05	380.70	421.98	374.03	448.45	462.91	326.17	473.08	
324.00	378.60	421.94	372.02	448.68	462.98	326.04	473.21	
323.80	376.37	422.09	369.96	448.72	463.09	326.11	473.21	
323.69	373.85	422.27	367.74	448.86	463.33	326.04	473.23	
323.63	371.33	422.52	365.21	449.02	463.40	326.07	473.26	
323.60	369.04	422.77	362.85	449.16	463.44	326.06	473.31	
323.39	366.44	422.91	360.64	449.23	463.64	325.98	473.40	
323.21	364.12	423.05	358.17	449.31	463.67	326.05	473.49	
323.06	361.87	423.12	356.05	449.48	463.79	326.00	473.60	
322.74	359.45	423.28	353.80	449.50	463.92	326.06	473.63	
322.69	357.41	423.35	351.71	449.73	464.10	326.04	473.81	
322.47	355.13	423.51	349.76	449.85	464.41	326.05	473.91	
322.43	352.88	423.82	347.75	449.95	464.78	326.06	474.01	
322.38	350.65	424.11	345.73	450.07	465.09	326.04	474.20	
322.30	348.44	424.51	343.43	450.22	465.38	326.14	474.39	
322.23	346.52	424.69	341.69	450.45	465.67	326.02	474.65	
322.07	344.45	424.90	339.96	450.39	465.96	325.88	474.90	
321.81	342.46	425.19	337.98	450.39	466.16	325.91	475.05	
321.78	340.68	425.30	336.28	450.59	466.46	325.83	475.35	
321.65	338.85	425.52	334.75	450.68	466.77	325.78	475.64	
321.55	337.43	425.74	333.26	450.83	467.08	325.88	475.80	
321.46	335.41	425.92	331.75	450.85	467.42	325.80	476.14	
321.49	334.08	426.11	330.34	451.06	467.80	325.80	476.35	
321.05	332.34	426.42	328.73	451.03	467.99	325.95	476.53	
321.17	331.18	426.47	327.49	451.40	468.44	325.94	476.75	
320.87	329.20	426.76	325.81	451.38	468.76	326.03	477.02	
320.46	327.53	427.29	323.98	451.34	469.01	326.25	477.10	
320.55	326.74	427.37	323.37	451.52	469.26	326.15	477.34	
320.46	325.43	427.51	322.36	451.65	469.64	326.05	477.66	
320.36	323.94	427.79	321.09	451.58	470.11	325.93	477.98	
320.12	322.13	428.50	319.31	451.39	470.56	325.91	478.21	
320.20	321.32	428.76	318.41	451.61	470.98	325.80	478.59	
320.03	319.68	429.31	316.97	451.57	471.43	325.79	478.89	
320.19	318.80	429.50	316.20	451.77	471.91	325.76	479.23	
320.28	318.01	429.59	315.59	452.05	472.35	325.65	479.60	
320.00	315.81	430.56	313.40	451.77	472.72	325.82	479.82	
320.16	314.96	430.98	312.46	451.96	473.18	325.76	480.16	
320.13	313.98	431.32	311.62	452.13	473.59	325.71	480.57	
320.26	312.59	432.16	310.37	452.02	473.99	325.53	481.19	
320.31	311.79	432.45	309.61	452.18	474.53	325.47	481.77	
320.34	310.33	433.21	308.53	452.03	475.11	325.34	482.20	
320.39	309.43	433.75	307.67	452.14	475.71	325.35	482.46	
320.50	308.67	434.32	306.84	452.31	476.26	325.35	482.82	
320.48	307.63	434.94	305.95	452.42	476.80	325.37	483.27	
320.72	306.79	435.59	305.38	452.49	477.43	325.31	483.75	
321.03	306.02	436.48	304.79	452.55	478.12	325.23	484.24	
321.15	305.24	437.20	304.20	452.59	478.76	325.22	484.77	
321.31	304.69	437.80	303.79	452.72	479.47	325.08	485.29	
321.62	304.24	438.59	303.38	452.81	480.25	324.97	485.63	
321.78	303.71	439.41	302.97	452.71	480.89	324.96	485.89	
321.91	303.22	440.07	302.60	452.73	481.55	324.86	486.47	
321.96	302.90	440.46	302.39	452.90	482.15	324.73	487.14	
321.96	302.58	440.96	302.08	452.92	482.59	324.69	487.51	
321.87	302.16	441.47	301.75	452.91	483.03	324.73	487.77	
321.95	301.80	442.06	301.56	452.93	483.60	324.72	488.15	
322.05	301.35	442.63	301.47	452.94	484.16	324.72	488.77	
